"title_description","base_salary"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SUPERVISOR OF SCHOOL SECURITY","81237.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SERGEANT-","118056.00"
"SCHOOL SAFETY AGENT","56508.00"
"ASSOC SPVR OF SCHOOL SECURITY","95244.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SERGEANT-D/A SPECIAL ASSIGNMENT","135511.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","64578.00"
"P.O. DA DET GR3","119980.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","109352.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","54862.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SUPERVISOR OF SCHOOL SECURITY","81237.00"
"POLICE OFFICER","105146.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","109352.00"
"POLICE COMMUNICATIONS TECHNICIAN","61883.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","109352.00"
"LIEUTENANT","135511.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","51713.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"TRAFFIC ENFORCEMENT AGENT","48128.00"
"POLICE OFFICER","109352.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","65354.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","69190.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","53264.00"
"SUPERVISOR OF SCHOOL SECURITY","81237.00"
"SCHOOL SAFETY AGENT","51713.00"
"SCHOOL SAFETY AGENT","56508.00"
"SERGEANT-","118056.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER","109352.00"
"LIEUTENANT","154751.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","78836.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57856.00"
"P.O. DA DET GR3","119980.00"
"TRAFFIC ENFORCEMENT AGENT","52413.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"P.O. DET SPEC","119248.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58784.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57856.00"
"POLICE OFFICER","109352.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"TRAFFIC ENFORCEMENT AGENT","55339.00"
"CITY CUSTODIAL ASSISTANT","43079.00"
"POLICE OFFICER","109352.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","84750.00"
"POLICE OFFICER","109352.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"ADMIN TRAFFIC ENF AGNT-UNION","80109.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57856.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57856.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"CITY CUSTODIAL ASSISTANT","41714.00"
"CITY CUSTODIAL ASSISTANT","47282.00"
"CITY CUSTODIAL ASSISTANT","43096.00"
"CITY CUSTODIAL ASSISTANT","48783.00"
"CUSTODIAN","43735.00"
"CITY CUSTODIAL ASSISTANT","43096.00"
"CITY CUSTODIAL ASSISTANT","44359.00"
"CUSTODIAN","52807.00"
"CITY CUSTODIAL ASSISTANT","43096.00"
"CAPTAIN D/A DEPUTY CHIEF","227306.00"
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN","79835.00"
"POLICE OFFICER","109352.00"
"SERGEANT-","118056.00"
"POLICE OFFICER","105146.00"
"P.O. DA DET GR3","119980.00"
"POLICE ADMINISTRATIVE AIDE","54328.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","66396.00"
"POLICE OFFICER","109352.00"
"POLICE ADMINISTRATIVE AIDE","54551.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","63639.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","61581.00"
"INVESTIGATOR","60329.00"
"POLICE ADMINISTRATIVE AIDE","53675.00"
"POLICE ADMINISTRATIVE AIDE","59447.00"
"POLICE ADMINISTRATIVE AIDE","48829.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","56908.00"
"ASSOCIATE INVESTIGATOR","73921.00"
"POLICE OFFICER","109352.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58905.00"
"POLICE ADMINISTRATIVE AIDE","54667.00"
"ASSOCIATE INVESTIGATOR","85287.00"
"ASSOCIATE INVESTIGATOR","87794.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","68741.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58784.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58905.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","71892.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","92208.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","67998.00"
"POLICE ADMINISTRATIVE AIDE","59447.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58784.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","68857.00"
"POLICE OFFICER","109352.00"
"LIEUTENANT D/A COMMANDER OF DETECTIVE SQUAD","159762.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE COMMUNICATIONS TECHNICIAN","62063.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE COMMUNICATIONS TECHNICIAN","62040.00"
"POLICE COMMUNICATIONS TECHNICIAN","60101.00"
"POLICE COMMUNICATIONS TECHNICIAN","61934.00"
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN","79756.00"
"EMPLOYEE ASSISTANCE PROGRAM SPECIALIST","76899.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE COMMUNICATIONS TECHNICIAN","60035.00"
"POLICE COMMUNICATIONS TECHNICIAN","57805.00"
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN","79731.00"
"PRINCIPAL POLICE COMMUNICATION TECHNICIAN","92121.00"
"POLICE COMMUNICATIONS TECHNICIAN","62040.00"
"POLICE COMMUNICATIONS TECHNICIAN","62063.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE COMMUNICATIONS TECHNICIAN","61883.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57826.00"
"HOSTLER","54917.00"
"ASSOCIATE STAFF ANALYST","95182.00"
"SERGEANT-D/A SPECIAL ASSIGNMENT","135511.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","56133.00"
"CITY CUSTODIAL ASSISTANT","42898.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"CAPTAIN","157515.00"
"P.O. DET SPEC","115390.00"
"POLICE OFFICER","105146.00"
"POLICE OFFICER","109352.00"
"POLICE ADMINISTRATIVE AIDE","54403.00"
"POLICE OFFICER","109352.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58784.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL CROSSING GUARD","44584.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","105146.00"
"CITY CUSTODIAL ASSISTANT","43096.00"
"MOTOR VEHICLE OPERATOR","56360.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"POLICE OFFICER","109352.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","109352.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL CROSSING GUARD","44584.00"
"COMPUTER ASSOCIATE","117933.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","54862.00"
"SCHOOL SAFETY AGENT","56508.00"
"CRIMINALIST","101649.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","77442.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SUPERVISOR OF SCHOOL SECURITY","81237.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE ADMINISTRATIVE AIDE","48883.00"
"SCHOOL SAFETY AGENT","54862.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","54862.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","56508.00"
"SUPERVISOR OF SCHOOL SECURITY","81237.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER","109352.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","54862.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","130260.00"
"P.O. DET SPEC","119980.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SERGEANT-","118056.00"
"AGENCY ATTORNEY","131014.00"
"CRIMINALIST","125630.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"ADMINISTRATIVE PROJECT MANAGER","105884.00"
"SERGEANT-","118056.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","54547.00"
"SERGEANT-","97894.00"
"TRAFFIC ENFORCEMENT AGENT","54900.00"
"TRAFFIC ENFORCEMENT AGENT","55339.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","77442.00"
"POLICE OFFICER","109352.00"
"TRAFFIC ENFORCEMENT AGENT","56538.00"
"EVIDENCE AND PROPERTY CONTROL SPECIALIST","71830.00"
"P.O. DA DET GR3","119980.00"
"P.O. DET SPEC","119980.00"
"POLICE ADMINISTRATIVE AIDE","48829.00"
"POLICE ADMINISTRATIVE AIDE","48486.00"
"TRAFFIC ENFORCEMENT AGENT","55339.00"
"OPERATIONS COMMUNICATIONS SPECIALIST","53736.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"CRIMINALIST","101649.00"
"SERGEANT-","97894.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE COMMUNICATIONS TECHNICIAN","62040.00"
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN","79884.00"
"PRINCIPAL POLICE COMMUNICATION TECHNICIAN","105110.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE COMMUNICATIONS TECHNICIAN","57983.00"
"POLICE COMMUNICATIONS TECHNICIAN","62063.00"
"POLICE COMMUNICATIONS TECHNICIAN","60101.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57868.00"
"SERGEANT-","97894.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57856.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"ADMIN TRAFFIC ENF AGNT-UNION","80155.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57868.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57868.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","60145.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"TRAFFIC ENFORCEMENT AGENT","55339.00"
"ADMIN TRAFFIC ENF AGNT-UNION","84529.00"
"POLICE OFFICER","109352.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57856.00"
"TRAFFIC ENFORCEMENT AGENT","55339.00"
"SERGEANT-","118056.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57868.00"
"SCHOOL SAFETY AGENT","56508.00"
"TRAFFIC ENFORCEMENT AGENT","52413.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","65721.00"
"TRAFFIC ENFORCEMENT AGENT","55339.00"
"POLICE OFFICER","109352.00"
"TRAFFIC ENFORCEMENT AGENT","53985.00"
"SERGEANT-","118056.00"
"LIEUTENANT D/A SPECIAL ASSIGNMENT","157713.00"
"POLICE OFFICER","105146.00"
"TRAFFIC ENFORCEMENT AGENT","54875.00"
"POLICE OFFICER","109352.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57868.00"
"ASSOCIATE TRAFFIC ENFORCEMENT AGENT","57868.00"
"TRAFFIC ENFORCEMENT AGENT","55339.00"
"P.O. DET SPEC","119429.00"
"POLICE ADMINISTRATIVE AIDE","54551.00"
"CRIMINALIST","96612.00"
"CRIMINALIST","115971.00"
"SUPERVISOR OF STOCK WORKERS","75969.00"
"POLICE ADMINISTRATIVE AIDE","48631.00"
"AUTO BODY WORKER","73628.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","109352.00"
"ADMINISTRATIVE ACCOUNTANT","183026.00"
"CITY RESEARCH SCIENTIST","112883.00"
"LIEUTENANT D/A COMMANDER OF DETECTIVE SQUAD","170234.00"
"LIEUTENANT","142202.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","64641.00"
"POLICE OFFICER","109352.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","56508.00"
"ADMINISTRATIVE PROCUREMENT ANALYST-NON-MGRL","139789.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","85750.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","79367.00"
"POLICE ADMINISTRATIVE AIDE","51747.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","62997.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","78865.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","62360.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","68798.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","64921.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","67856.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","66512.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58905.00"
"POLICE ADMINISTRATIVE AIDE","54551.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","59570.00"
"POLICE OFFICER","109352.00"
"COMPUTER SPECIALIST","109572.00"
"CAPTAIN","157515.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"P.O. DA DET GR3","119980.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE ADMINISTRATIVE AIDE","51746.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"SCHOOL SAFETY AGENT","56508.00"
"ADMINISTRATIVE STAFF ANALYST","125571.00"
"P.O. DA DET GR3","119980.00"
"SCHOOL SAFETY AGENT","53264.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","109352.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SUPERVISOR OF SCHOOL SECURITY","81237.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SUPERVISOR OF SCHOOL SECURITY","81237.00"
"LIEUTENANT","154751.00"
"P.O. DA DET GR3","119248.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER","105146.00"
"SENIOR IT ARCHITECT","176473.00"
"POLICE OFFICER D/A DETECTIVE 1ST GR","149518.00"
"LIEUTENANT","154751.00"
"LIEUTENANT","149518.00"
"P.O. DA DET GR3","119980.00"
"LIEUTENANT","154751.00"
"P.O. DA DET GR3","119980.00"
"POLICE OFFICER","105146.00"
"CAPTAIN D/A DEPUTY INSPECTOR","204936.00"
"P.O. DA DET GR3","119980.00"
"P.O. DET SPEC","115923.00"
"P.O. DA DET GR3","119980.00"
"SERGEANT-","118056.00"
"SERGEANT-","105606.00"
"SERGEANT-","97894.00"
"SUPERVISOR OF MECHANICAL INSTALLATIONS & MAINTENANCE","98430.00"
"POLICE OFFICER","109352.00"
"P.O. DA DET GR3","119980.00"
"ADMINISTRATIVE PRINTING SERVICES MANAGER","156710.00"
"CAPTAIN","194689.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","120744.00"
"SERGEANT-","118056.00"
"EVIDENCE AND PROPERTY CONTROL SPECIALIST","75204.00"
"LIEUTENANT","154751.00"
"POLICE OFFICER","101590.00"
"P.O. DET SPEC","119980.00"
"CITY CUSTODIAL ASSISTANT","49187.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","56508.00"
"P.O. DA DET GR3","115279.00"
"SERGEANT-","118056.00"
"LIEUTENANT","142202.00"
"P.O. DA DET GR3","115923.00"
"CAPTAIN D/A DEPUTY INSPECTOR","204936.00"
"COMPUTER SPECIALIST","109699.00"
"SCHOOL CROSSING GUARD","44559.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE ADMINISTRATIVE AIDE","53597.00"
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN","79781.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE COMMUNICATIONS TECHNICIAN","60084.00"
"PRINCIPAL POLICE COMMUNICATION TECHNICIAN","95498.00"
"PRINCIPAL POLICE COMMUNICATION TECHNICIAN","89409.00"
"POLICE COMMUNICATIONS TECHNICIAN","62063.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE OFFICER","109352.00"
"SUPERVISING POLICE COMMUNICATIONS TECHNICIAN","79731.00"
"POLICE OFFICER","109352.00"
"POLICE COMMUNICATIONS TECHNICIAN","61958.00"
"POLICE COMMUNICATIONS TECHNICIAN","62080.00"
"POLICE OFFICER","109352.00"
"SERGEANT-","118056.00"
"POLICE OFFICER D/A DETECTIVE 1ST GR","154751.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"P.O. DA DET GR3","119980.00"
"P.O. DET SPEC","115923.00"
"POLICE OFFICER D/A DETECTIVE 1ST GR","154751.00"
"P.O. DET SPEC","119314.00"
"P.O. DA DET GR3","108477.00"
"POLICE COMMUNICATIONS TECHNICIAN","61883.00"
"POLICE OFFICER","109352.00"
"P.O. DA DET GR3","119980.00"
"SCHOOL SAFETY AGENT","56508.00"
"POLICE OFFICER","109352.00"
"P.O. DET SPEC","119980.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"LIEUTENANT","154751.00"
"POLICE OFFICER","109352.00"
"P.O. DA DET GR3","115923.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"POLICE OFFICER","109352.00"
"SERGEANT-","118056.00"
"P.O. DET SPEC","119980.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"SERGEANT-","118056.00"
"LIEUTENANT","154751.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","130260.00"
"CAPTAIN","194689.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"POLICE OFFICER","109352.00"
"SERGEANT-","118056.00"
"SERGEANT-","118056.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"POLICE OFFICER","109352.00"
"P.O. DA DET GR3","119980.00"
"POLICE OFFICER D/A DETECTIVE 1ST GR","154751.00"
"POLICE OFFICER","109352.00"
"SERGEANT-","118056.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER D/A DETECTIVE 1ST GR","154751.00"
"CAPTAIN D/A DEPUTY CHIEF","227306.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"SERGEANT-","118056.00"
"POLICE OFFICER","109352.00"
"CAPTAIN D/A DEPUTY INSPECTOR","204936.00"
"POLICE OFFICER","85292.00"
"P.O. DET SPEC","119980.00"
"P.O. DET SPEC","119314.00"
"POLICE OFFICER","109352.00"
"CAPTAIN","194689.00"
"P.O. DA DET GR3","115923.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"P.O. DA DET GR3","119980.00"
"CAPTAIN D/A DEPUTY CHIEF","227306.00"
"POLICE OFFICER","109352.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"P.O. DET SPEC","119314.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"SERGEANT-","118056.00"
"POLICE OFFICER","109352.00"
"CAPTAIN D/A INSPECTOR","215791.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"P.O. DET SPEC","119980.00"
"POLICE OFFICER","109352.00"
"SERGEANT-","97894.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","62885.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","69510.00"
"LIEUTENANT","154751.00"
"ASSOC SPVR OF SCHOOL SECURITY","90961.00"
"COMPUTER SYSTEMS MANAGER","145189.00"
"EXECUTIVE AGENCY COUNSEL","204588.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"SCHOOL SAFETY AGENT","56508.00"
"SCHOOL SAFETY AGENT","53264.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58784.00"
"ASSOC SPVR OF SCHOOL SECURITY","95824.00"
"TRAFFIC ENFORCEMENT AGENT","52162.00"
"ADMINISTRATIVE ARCHITECT","131282.00"
"CAPTAIN DETAILED AS ASSISTANT CHIEF","285448.00"
"POLICE OFFICER D/A DETECTIVE 1ST GR","154751.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","84538.00"
"SERGEANT-D/A SPECIAL ASSIGNMENT","121048.00"
"LIEUTENANT","154751.00"
"CAPTAIN D/A DEPUTY INSPECTOR","204936.00"
"CAPTAIN D/A INSPECTOR","215791.00"
"POLICE OFFICER","109352.00"
"LIEUTENANT","125531.00"
"CAPTAIN: CHIEF OF TRANSPORTATION BUREAU","285577.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","69646.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","64855.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","84246.00"
"PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR","76154.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","59050.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","58836.00"
"SENIOR POLICE ADMINISTRATIVE AIDE","64289.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","130260.00"
"CAPTAIN D/A INSPECTOR","215791.00"
"CAPTAIN D/A DEPUTY CHIEF","227306.00"
"CAPTAIN","194689.00"
"POLICE OFFICER","109352.00"
"POLICE OFFICER D/A DETECTIVE 1ST GR","154751.00"
"SERGEANT-D/A SPECIAL ASSIGNMENT","135511.00"
"POLICE OFFICER D/A DETECTIVE 2ND GR","134819.00"
"POLICE OFFICER","87211.00"
"SERGEANT-","118056.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"SERGEANT-D/A SPECIAL ASSIGNMENT","120744.00"
"CAPTAIN D/A INSPECTOR","215791.00"
"CAPTAIN D/A DEPUTY CHIEF","227306.00"
"P.O. DET SPEC","119429.00"
"POLICE OFFICER","109352.00"
"LIEUTENANT D/A SPECIAL ASSIGNMENT","157713.00"
"LIEUTENANT D/A COMMANDER OF DETECTIVE SQUAD","170234.00"
"CAPTAIN DETAILED AS ASSISTANT CHIEF","285448.00"
"POLICE OFFICER D/A DETECTIVE 1ST GR","154751.00"
"P.O. DET SPEC","119314.00"
"LIEUTENANT D/A COMMANDER OF DETECTIVE SQUAD","170234.00"
"CAPTAIN D/A DEPUTY CHIEF","227306.00"
"CAPTAIN D/A DEPUTY CHIEF","227306.00"
"POLICE OFFICER","109352.00"
"SERGEANT-D/A SUPERVISOR DETECTIVE SQUAD","135511.00"
"CAPTAIN D/A DEPUTY CHIEF","227306.00"
"P.O. DET SPEC","119314.00"
"LIEUTENANT D/A COMMANDER OF DETECTIVE SQUAD","170234.00"
"CAPTAIN D/A INSPECTOR","215791.00"
